Timestamp,Power (kW),Temp (C°)
01-02-10 16:00,280.3,13.3
01-02-10 16:15,271.8,13.3
01-02-10 16:30,301.8,13.3
01-02-10 16:45,282.2,13.3
01-02-10 17:00,285,13.3
01-02-10 17:15,326.2,12.2
01-02-10 17:30,311.7,12.2
01-02-10 17:45,313.4,12.2
01-02-10 18:00,305,12.2
01-02-10 18:15,300.7,12.8
01-02-10 18:30,303.2,12.8
01-02-10 18:45,299.8,12.8
01-02-10 19:00,307.7,12.8
01-02-10 19:15,315.8,12.2
01-02-10 19:30,304.1,12.2
01-02-10 19:45,305.6,12.2
01-02-10 20:00,290.9,12.2
01-02-10 20:15,289.4,11.7
01-02-10 20:30,285.2,11.7
01-02-10 20:45,276.6,11.7
01-02-10 21:00,282,11.7
01-02-10 21:15,291.6,9.4
01-02-10 21:30,286.9,9.4
01-02-10 21:45,290.1,9.4
01-02-10 22:00,285.1,9.4
01-02-10 22:15,285.7,8.9
01-02-10 22:30,286.6,8.9
01-02-10 22:45,281.9,8.9
01-02-10 23:00,281.3,8.9
01-02-10 23:15,190.3,8.9
01-02-10 23:30,194.8,8.9
01-02-10 23:45,163.7,8.9
01-03-10 0:00,159.3,8.9
01-03-10 0:15,158.4,7.8
01-03-10 0:30,152.9,7.8
01-03-10 0:45,159.6,7.8
01-03-10 1:00,161.6,7.8
01-03-10 1:15,159.9,7.2
01-03-10 1:30,149.8,7.2
01-03-10 1:45,148.7,7.2
01-03-10 2:00,153.2,7.2
01-03-10 2:15,150.6,6.7
01-03-10 2:30,151.6,6.7
01-03-10 2:45,160.6,6.7
01-03-10 3:00,165.7,6.7
01-03-10 3:15,154.9,6.1
01-03-10 3:30,149,6.1
01-03-10 3:45,163.5,6.1
01-03-10 4:00,161.2,6.1
01-03-10 4:15,158.6,5.6
01-03-10 4:30,154.9,5.6
01-03-10 4:45,162,5.6
01-03-10 5:00,162.7,5.6
01-03-10 5:15,160.3,5
01-03-10 5:30,162.3,5
01-03-10 5:45,168.3,5
01-03-10 6:00,165.3,5
01-03-10 6:15,166.8,5
01-03-10 6:30,166.7,5
01-03-10 6:45,172.6,5
01-03-10 7:00,171.1,5
01-03-10 7:15,175.5,3.9
01-03-10 7:30,185.4,3.9
01-03-10 7:45,188.8,3.9
01-03-10 8:00,186.6,3.9
01-03-10 8:15,267,3.9
01-03-10 8:30,267.3,3.9
01-03-10 8:45,262.6,3.9
01-03-10 9:00,258.2,3.9
01-03-10 9:15,262,6.1
01-03-10 9:30,259.4,6.1
01-03-10 9:45,256.6,6.1
01-03-10 10:00,258.2,6.1
01-03-10 10:15,262.8,7.8
01-03-10 10:30,264.7,7.8
01-03-10 10:45,262.9,7.8
01-03-10 11:00,263.8,7.8
01-03-10 11:15,270.7,11.7
01-03-10 11:30,264.2,11.7
01-03-10 11:45,269.3,11.7
01-03-10 12:00,265.9,11.7
01-03-10 12:15,265.7,11.7
01-03-10 12:30,261.7,11.7
01-03-10 12:45,270.9,11.7
01-03-10 13:00,280,11.7
01-03-10 13:15,281,13.3
01-03-10 13:30,278.9,13.3
01-03-10 13:45,276.5,13.3
01-03-10 14:00,276,13.3
01-03-10 14:15,273.1,13.9
01-03-10 14:30,270.2,13.9
01-03-10 14:45,276.3,13.9
01-03-10 15:00,265,13.9
01-03-10 15:15,266.2,14.4
01-03-10 15:30,267.3,14.4
01-03-10 15:45,275.4,14.4
01-03-10 16:00,273,14.4
01-03-10 16:15,273,13.9
01-03-10 16:30,272.5,13.9
01-03-10 16:45,266.3,13.9
01-03-10 17:00,284,13.9
01-03-10 17:15,315,11.7
01-03-10 17:30,313.9,11.7
01-03-10 17:45,314.4,11.7
01-03-10 18:00,312.9,11.7
01-03-10 18:15,310,10.6
01-03-10 18:30,310.1,10.6
01-03-10 18:45,310.1,10.6
01-03-10 19:00,317.6,10.6
01-03-10 19:15,312.9,10.6
01-03-10 19:30,308,10.6
01-03-10 19:45,306.9,10.6
01-03-10 20:00,305.5,10.6
01-03-10 20:15,297.2,9.4
01-03-10 20:30,293.6,9.4
01-03-10 20:45,300,9.4
01-03-10 21:00,292.8,9.4
01-03-10 21:15,288.1,8.9
01-03-10 21:30,285.8,8.9
01-03-10 21:45,286.9,8.9
01-03-10 22:00,283.8,8.9
01-03-10 22:15,193.6,8.9
01-03-10 22:30,191.7,8.9
01-03-10 22:45,158.9,8.9
01-03-10 23:00,169.1,8.9
01-03-10 23:15,161.4,8.9
01-03-10 23:30,166.9,8.9
01-03-10 23:45,165,8.9
01-04-10 0:00,164.1,8.9
01-04-10 0:15,168.5,8.3
01-04-10 0:30,155.4,8.3
01-04-10 0:45,166.7,8.3
01-04-10 1:00,161.3,8.3
01-04-10 1:15,163.1,8.3
01-04-10 1:30,152.5,8.3
01-04-10 1:45,147,8.3
01-04-10 2:00,154.6,8.3
01-04-10 2:15,161,7.8
01-04-10 2:30,158.9,7.8
01-04-10 2:45,159.3,7.8
01-04-10 3:00,165.4,7.8
01-04-10 3:15,160.9,6.7
01-04-10 3:30,151.5,6.7
01-04-10 3:45,157.2,6.7
01-04-10 4:00,166.1,6.7
01-04-10 4:15,161.9,6.7
01-04-10 4:30,161.4,6.7
01-04-10 4:45,167.9,6.7
01-04-10 5:00,162.2,6.7
01-04-10 5:15,166.7,6.7
01-04-10 5:30,163.5,6.7
01-04-10 5:45,164,6.7
01-04-10 6:00,170.2,6.7
01-04-10 6:15,166.3,7.2
01-04-10 6:30,177.2,7.2
01-04-10 6:45,174.5,7.2
01-04-10 7:00,168.1,7.2
01-04-10 7:15,189.4,7.2
01-04-10 7:30,188.9,7.2
01-04-10 7:45,176.8,7.2
01-04-10 8:00,181.7,7.2
01-04-10 8:15,268,6.7
01-04-10 8:30,261.1,6.7
01-04-10 8:45,258.5,6.7
01-04-10 9:00,261.7,6.7
01-04-10 9:15,264.2,7.8
01-04-10 9:30,258.3,7.8
01-04-10 9:45,266.4,7.8
01-04-10 10:00,267.4,7.8
01-04-10 10:15,265.7,8.3
01-04-10 10:30,265.2,8.3
01-04-10 10:45,264.2,8.3
01-04-10 11:00,266.3,8.3
01-04-10 11:15,262.8,8.3
01-04-10 11:30,262.4,8.3
01-04-10 11:45,265.5,8.3
01-04-10 12:00,270.7,8.3
01-04-10 12:15,261.6,10
01-04-10 12:30,272.9,10
01-04-10 12:45,275.8,10
01-04-10 13:00,271,10
01-04-10 13:15,276.3,11.1
01-04-10 13:30,274,11.1
01-04-10 13:45,276.1,11.1
01-04-10 14:00,278.1,11.1
01-04-10 14:15,274.5,12.2
01-04-10 14:30,276.6,12.2
01-04-10 14:45,271.6,12.2
01-04-10 15:00,271.9,12.2
01-04-10 15:15,272.8,13.3
01-04-10 15:30,271,13.3
01-04-10 15:45,271.9,13.3
01-04-10 16:00,277.7,13.3
01-04-10 16:15,267.8,13.9
01-04-10 16:30,266.1,13.9
01-04-10 16:45,269.5,13.9
01-04-10 17:00,279.1,13.9
01-04-10 17:15,312.1,12.2
01-04-10 17:30,314.1,12.2
01-04-10 17:45,309.7,12.2
01-04-10 18:00,310.2,12.2
01-04-10 18:15,302.1,10.6
01-04-10 18:30,301.4,10.6
01-04-10 18:45,304.5,10.6
01-04-10 19:00,305.6,10.6
01-04-10 19:15,312.9,9.4
01-04-10 19:30,306,9.4
01-04-10 19:45,308.3,9.4
01-04-10 20:00,305.1,9.4
01-04-10 20:15,296.7,9.4
01-04-10 20:30,299.9,9.4
01-04-10 20:45,298.2,9.4
01-04-10 21:00,300.2,9.4
01-04-10 21:15,300.4,8.9
01-04-10 21:30,283.8,8.9
01-04-10 21:45,277.6,8.9
01-04-10 22:00,286.2,8.9
01-04-10 22:15,288.7,8.3
01-04-10 22:30,293.2,8.3
01-04-10 22:45,288.2,8.3
01-04-10 23:00,286.5,8.3
01-04-10 23:15,191.9,6.7
01-04-10 23:30,198.2,6.7
01-04-10 23:45,170.3,6.7
01-05-10 0:00,162.5,6.7
01-05-10 0:15,160.2,6.7
01-05-10 0:30,146.1,6.7
01-05-10 0:45,159.8,6.7
01-05-10 1:00,165.4,6.7
01-05-10 1:15,154.7,6.1
01-05-10 1:30,156.3,6.1
01-05-10 1:45,154.1,6.1
01-05-10 2:00,160.8,6.1
01-05-10 2:15,157,5.6
01-05-10 2:30,155.9,5.6
01-05-10 2:45,161.3,5.6
01-05-10 3:00,161,5.6
01-05-10 3:15,153.8,5.6
01-05-10 3:30,143.3,5.6
01-05-10 3:45,154.8,5.6
01-05-10 4:00,163.6,5.6
01-05-10 4:15,161.8,5
01-05-10 4:30,160.7,5
01-05-10 4:45,160.6,5
01-05-10 5:00,157.2,5
01-05-10 5:15,154.1,4.4
01-05-10 5:30,162.3,4.4
01-05-10 5:45,161.4,4.4
01-05-10 6:00,156.6,4.4
01-05-10 6:15,161.7,5
01-05-10 6:30,164.4,5
01-05-10 6:45,178.8,5
01-05-10 7:00,184.2,5
01-05-10 7:15,178.9,5.6
01-05-10 7:30,184.6,5.6
01-05-10 7:45,174.9,5.6
01-05-10 8:00,180.3,5.6
01-05-10 8:15,272.6,6.7
01-05-10 8:30,263.5,6.7
01-05-10 8:45,257.3,6.7
01-05-10 9:00,262.8,6.7
01-05-10 9:15,269.4,8.9
01-05-10 9:30,266.7,8.9
01-05-10 9:45,262.9,8.9
01-05-10 10:00,265.7,8.9
01-05-10 10:15,263.7,10
01-05-10 10:30,269.7,10
01-05-10 10:45,265.9,10
01-05-10 11:00,274.2,10
01-05-10 11:15,273.6,10.6
01-05-10 11:30,268.6,10.6
01-05-10 11:45,268.4,10.6
01-05-10 12:00,265.5,10.6
01-05-10 12:15,269.2,11.7
01-05-10 12:30,271.1,11.7
01-05-10 12:45,273.5,11.7
01-05-10 13:00,277.8,11.7
01-05-10 13:15,270.9,13.9
01-05-10 13:30,273,13.9
01-05-10 13:45,269.8,13.9
01-05-10 14:00,274.5,13.9
01-05-10 14:15,267.4,14.4
01-05-10 14:30,273.3,14.4
01-05-10 14:45,264.5,14.4
01-05-10 15:00,265.5,14.4
01-05-10 15:15,267.1,13.3
01-05-10 15:30,272.7,13.3
01-05-10 15:45,268.4,13.3
01-05-10 16:00,271,13.3
01-05-10 16:15,268.6,14.4
01-05-10 16:30,266.1,14.4
01-05-10 16:45,270.9,14.4
01-05-10 17:00,279.3,14.4
01-05-10 17:15,312.1,11.1
01-05-10 17:30,308.1,11.1
01-05-10 17:45,305.1,11.1
01-05-10 18:00,302.3,11.1
01-05-10 18:15,305,10.6
01-05-10 18:30,305.9,10.6
01-05-10 18:45,298.4,10.6
01-05-10 19:00,304,10.6
01-05-10 19:15,309.3,10.6
01-05-10 19:30,302.2,10.6
01-05-10 19:45,302.2,10.6
01-05-10 20:00,311.6,10.6
01-05-10 20:15,308.7,10.6
01-05-10 20:30,305.6,10.6
01-05-10 20:45,303.5,10.6
01-05-10 21:00,303,10.6
01-05-10 21:15,300.4,10
01-05-10 21:30,299.3,10
01-05-10 21:45,299.8,10
01-05-10 22:00,287.9,10
01-05-10 22:15,288.7,9.4
01-05-10 22:30,291.7,9.4
01-05-10 22:45,290.3,9.4
01-05-10 23:00,288.6,9.4
01-05-10 23:15,193.7,8.3
01-05-10 23:30,198.5,8.3
01-05-10 23:45,167.3,8.3
01-06-10 0:00,162.3,8.3
01-06-10 0:15,160.2,8.3
01-06-10 0:30,148.8,8.3
01-06-10 0:45,154,8.3
01-06-10 1:00,164,8.3
01-06-10 1:15,168.6,7.2
01-06-10 1:30,153.6,7.2
01-06-10 1:45,148.7,7.2
01-06-10 2:00,159.4,7.2
01-06-10 2:15,151.4,7.2
01-06-10 2:30,155,7.2
01-06-10 2:45,154.7,7.2
01-06-10 3:00,158.6,7.2
01-06-10 3:15,156.2,6.7
01-06-10 3:30,149.8,6.7
01-06-10 3:45,155.3,6.7
01-06-10 4:00,159.4,6.7
01-06-10 4:15,160.1,5.6
01-06-10 4:30,155.2,5.6
01-06-10 4:45,161.5,5.6
01-06-10 5:00,159.8,5.6
01-06-10 5:15,157.4,6.1
01-06-10 5:30,161.1,6.1
01-06-10 5:45,162,6.1
01-06-10 6:00,160,6.1
01-06-10 6:15,163.4,6.1
01-06-10 6:30,166.2,6.1
01-06-10 6:45,170.5,6.1
01-06-10 7:00,175,6.1
01-06-10 7:15,184.7,6.7
01-06-10 7:30,198.3,6.7
01-06-10 7:45,181.2,6.7
01-06-10 8:00,192.8,6.7
01-06-10 8:15,274,6.7
01-06-10 8:30,269.9,6.7
01-06-10 8:45,258.8,6.7
01-06-10 9:00,261.8,6.7
01-06-10 9:15,268.8,8.3
01-06-10 9:30,264.5,8.3
01-06-10 9:45,268.5,8.3
01-06-10 10:00,266.6,8.3
01-06-10 10:15,261.6,10
01-06-10 10:30,269.2,10
01-06-10 10:45,256.9,10
01-06-10 11:00,260.2,10
01-06-10 11:15,269.4,11.1
01-06-10 11:30,269.5,11.1
01-06-10 11:45,267.9,11.1
01-06-10 12:00,266.6,11.1
01-06-10 12:15,272.3,11.7
01-06-10 12:30,271.9,11.7
01-06-10 12:45,265.1,11.7
01-06-10 13:00,257.4,11.7
01-06-10 13:15,260.7,13.3
01-06-10 13:30,261,13.3
01-06-10 13:45,265.4,13.3
01-06-10 14:00,274.3,13.3
01-06-10 14:15,273.9,15.6
01-06-10 14:30,265.8,15.6
01-06-10 14:45,269.7,15.6
01-06-10 15:00,264.4,15.6
01-06-10 15:15,271.3,13.3
01-06-10 15:30,267.3,13.3
01-06-10 15:45,258.4,13.3
01-06-10 16:00,265.7,13.3
01-06-10 16:15,272.1,12.2
01-06-10 16:30,268.7,12.2
01-06-10 16:45,266.7,12.2
01-06-10 17:00,272.3,12.2
01-06-10 17:15,308.3,11.7
01-06-10 17:30,310.2,11.7
01-06-10 17:45,308.3,11.7
01-06-10 18:00,310.1,11.7
01-06-10 18:15,309.3,11.7
01-06-10 18:30,303.7,11.7
01-06-10 18:45,303,11.7
01-06-10 19:00,304.4,11.7
01-06-10 19:15,313.9,10
01-06-10 19:30,307.8,10
01-06-10 19:45,310.6,10
01-06-10 20:00,301.8,10
01-06-10 20:15,308,10
01-06-10 20:30,304.7,10
01-06-10 20:45,305.8,10
01-06-10 21:00,309.5,10
01-06-10 21:15,305.5,10
01-06-10 21:30,303.7,10
01-06-10 21:45,302.5,10
01-06-10 22:00,293.2,10
01-06-10 22:15,284.6,9.4
01-06-10 22:30,286.5,9.4
01-06-10 22:45,283,9.4
01-06-10 23:00,283.2,9.4
01-06-10 23:15,187.2,8.9
01-06-10 23:30,194.6,8.9
01-06-10 23:45,156.2,8.9
01-07-10 0:00,161.1,8.9
01-07-10 0:15,155.5,7.8
01-07-10 0:30,155,7.8
01-07-10 0:45,153.2,7.8
01-07-10 1:00,159.6,7.8
01-07-10 1:15,164.4,7.8
01-07-10 1:30,151.6,7.8
01-07-10 1:45,143,7.8
01-07-10 2:00,147.9,7.8
01-07-10 2:15,155.2,6.7
01-07-10 2:30,157.7,6.7
01-07-10 2:45,152.9,6.7
01-07-10 3:00,158.5,6.7
01-07-10 3:15,146.4,6.7
01-07-10 3:30,145.2,6.7
01-07-10 3:45,156.3,6.7
01-07-10 4:00,154.7,6.7
01-07-10 4:15,159.3,6.7
01-07-10 4:30,159.2,6.7
01-07-10 4:45,160.4,6.7
01-07-10 5:00,157.6,6.7
01-07-10 5:15,153.8,6.1
01-07-10 5:30,152.7,6.1
01-07-10 5:45,158.6,6.1
01-07-10 6:00,155.5,6.1
01-07-10 6:15,153.8,6.1
01-07-10 6:30,163.4,6.1
01-07-10 6:45,168.4,6.1
01-07-10 7:00,168,6.1
01-07-10 7:15,184.1,6.1
01-07-10 7:30,193.5,6.1
01-07-10 7:45,172.9,6.1
01-07-10 8:00,182.9,6.1
01-07-10 8:15,275.5,6.7
01-07-10 8:30,265.7,6.7
01-07-10 8:45,259.1,6.7
01-07-10 9:00,262.5,6.7
01-07-10 9:15,265.5,8.3
01-07-10 9:30,258,8.3
01-07-10 9:45,261.1,8.3
01-07-10 10:00,268.9,8.3
01-07-10 10:15,259,9.4
01-07-10 10:30,256.4,9.4
01-07-10 10:45,264.4,9.4
01-07-10 11:00,268.2,9.4
01-07-10 11:15,275.9,11.1
01-07-10 11:30,270.9,11.1
01-07-10 11:45,268.6,11.1
01-07-10 12:00,264.5,11.1
01-07-10 12:15,263.5,12.2
01-07-10 12:30,270.2,12.2
01-07-10 12:45,269.6,12.2
01-07-10 13:00,274.1,12.2
01-07-10 13:15,274.3,12.2
01-07-10 13:30,270.8,12.2
01-07-10 13:45,274.5,12.2
01-07-10 14:00,274.9,12.2
01-07-10 14:15,273.7,13.3
01-07-10 14:30,276.2,13.3
01-07-10 14:45,266,13.3
01-07-10 15:00,270.8,13.3
01-07-10 15:15,270.8,12.2
01-07-10 15:30,265.7,12.2
01-07-10 15:45,270.9,12.2
01-07-10 16:00,266.7,12.2
01-07-10 16:15,271.3,11.1
01-07-10 16:30,268.3,11.1
01-07-10 16:45,267.3,11.1
01-07-10 17:00,276.5,11.1
01-07-10 17:15,311.1,11.7
01-07-10 17:30,310.5,11.7
01-07-10 17:45,313.6,11.7
01-07-10 18:00,308.9,11.7
01-07-10 18:15,308.5,10.6
01-07-10 18:30,308.1,10.6
01-07-10 18:45,304.5,10.6
01-07-10 19:00,302.4,10.6
01-07-10 19:15,309.7,10
01-07-10 19:30,306.4,10
01-07-10 19:45,303.1,10
01-07-10 20:00,301.2,10
01-07-10 20:15,305.8,10
01-07-10 20:30,300.5,10
01-07-10 20:45,298.1,10
01-07-10 21:00,304,10
01-07-10 21:15,302.7,10
01-07-10 21:30,299,10
01-07-10 21:45,301.2,10
01-07-10 22:00,302.5,10
01-07-10 22:15,287.9,9.4
01-07-10 22:30,286.4,9.4
01-07-10 22:45,284.6,9.4
01-07-10 23:00,287.1,9.4
01-07-10 23:15,194.4,8.3
01-07-10 23:30,202,8.3
01-07-10 23:45,167,8.3
01-08-10 0:00,164.6,8.3
01-08-10 0:15,161.4,7.8
01-08-10 0:30,156.2,7.8
01-08-10 0:45,162.8,7.8
01-08-10 1:00,161.8,7.8
01-08-10 1:15,166,8.9
01-08-10 1:30,153.5,8.9
01-08-10 1:45,157,8.9
01-08-10 2:00,162.6,8.9
01-08-10 2:15,159.1,7.2
01-08-10 2:30,167.3,7.2
01-08-10 2:45,161.6,7.2
01-08-10 3:00,162.3,7.2
01-08-10 3:15,155,8.3
01-08-10 3:30,152,8.3
01-08-10 3:45,161.7,8.3
01-08-10 4:00,160.3,8.3
01-08-10 4:15,155.9,7.8
01-08-10 4:30,160.3,7.8
01-08-10 4:45,161.3,7.8
01-08-10 5:00,159.1,7.8
01-08-10 5:15,164.8,8.3
01-08-10 5:30,167,8.3
01-08-10 5:45,170.9,8.3
01-08-10 6:00,170.4,8.3
01-08-10 6:15,173.8,8.9
01-08-10 6:30,178.8,8.9
01-08-10 6:45,172,8.9
01-08-10 7:00,168.1,8.9
01-08-10 7:15,177.1,8.3
01-08-10 7:30,180.6,8.3
01-08-10 7:45,185.5,8.3
01-08-10 8:00,172.6,8.3
01-08-10 8:15,258.1,8.3
01-08-10 8:30,267,8.3
01-08-10 8:45,265.9,8.3
01-08-10 9:00,262.4,8.3
01-08-10 9:15,269.3,10
01-08-10 9:30,264.2,10
01-08-10 9:45,263.1,10
01-08-10 10:00,265,10
01-08-10 10:15,259.6,10
01-08-10 10:30,262.9,10
01-08-10 10:45,270.5,10
01-08-10 11:00,267.2,10
01-08-10 11:15,268.9,10.6
01-08-10 11:30,266.7,10.6
01-08-10 11:45,268.5,10.6
01-08-10 12:00,271.7,10.6
01-08-10 12:15,271.5,11.1
01-08-10 12:30,274.8,11.1
01-08-10 12:45,272.3,11.1
01-08-10 13:00,269.7,11.1
01-08-10 13:15,271.3,11.1
01-08-10 13:30,270.6,11.1
01-08-10 13:45,274.4,11.1
01-08-10 14:00,275.5,11.1
01-08-10 14:15,269.6,14.4
01-08-10 14:30,266.4,14.4
01-08-10 14:45,264.2,14.4
01-08-10 15:00,266.6,14.4
01-08-10 15:15,270.1,12.8
01-08-10 15:30,270.1,12.8
01-08-10 15:45,274.5,12.8
01-08-10 16:00,275.4,12.8
01-08-10 16:15,271.3,12.8
01-08-10 16:30,271.8,12.8
01-08-10 16:45,271.1,12.8
01-08-10 17:00,280.2,12.8
01-08-10 17:15,319.5,10.6
01-08-10 17:30,317.1,10.6
01-08-10 17:45,317.7,10.6
01-08-10 18:00,311.3,10.6
01-08-10 18:15,306.1,9.4
01-08-10 18:30,307.3,9.4
01-08-10 18:45,308.4,9.4
01-08-10 19:00,308.9,9.4
01-08-10 19:15,313,9.4
01-08-10 19:30,307.2,9.4
01-08-10 19:45,305.2,9.4
01-08-10 20:00,304.9,9.4
01-08-10 20:15,306.3,9.4
01-08-10 20:30,301.1,9.4
01-08-10 20:45,298.9,9.4
01-08-10 21:00,299.9,9.4
01-08-10 21:15,296.6,8.9
01-08-10 21:30,295.4,8.9
01-08-10 21:45,303.8,8.9
01-08-10 22:00,299.3,8.9
01-08-10 22:15,282.4,7.8
01-08-10 22:30,283.3,7.8
01-08-10 22:45,279.9,7.8
01-08-10 23:00,285.1,7.8
01-08-10 23:15,191.7,7.8
01-08-10 23:30,190.5,7.8
01-08-10 23:45,157.8,7.8
01-09-10 0:00,157.6,7.8
01-09-10 0:15,159.3,7.8
01-09-10 0:30,144,7.8
01-09-10 0:45,157.1,7.8
01-09-10 1:00,157.5,7.8
01-09-10 1:15,162.7,7.2
01-09-10 1:30,149.7,7.2
01-09-10 1:45,146.9,7.2
01-09-10 2:00,160.3,7.2
01-09-10 2:15,153.2,7.2
01-09-10 2:30,156.7,7.2
01-09-10 2:45,154.7,7.2
01-09-10 3:00,154.7,7.2
01-09-10 3:15,151.9,7.2
01-09-10 3:30,144.3,7.2
01-09-10 3:45,151.7,7.2
01-09-10 4:00,156.7,7.2
01-09-10 4:15,150.6,7.2
01-09-10 4:30,154.9,7.2
01-09-10 4:45,150,7.2
01-09-10 5:00,153.6,7.2
01-09-10 5:15,151.5,7.2
01-09-10 5:30,158.5,7.2
01-09-10 5:45,161.5,7.2
01-09-10 6:00,153.4,7.2
01-09-10 6:15,158.8,7.2
01-09-10 6:30,154.9,7.2
01-09-10 6:45,160.9,7.2
01-09-10 7:00,164,7.2
01-09-10 7:15,184.9,7.2
01-09-10 7:30,188.1,7.2
01-09-10 7:45,173.3,7.2
01-09-10 8:00,172.4,7.2
